Body Fat Percentage,Gender,Age,Weight,Height,BMI,Neck,Chest,Abdomen,Hip,Thigh,Knee,Ankle,Biceps,Forearm,Wrist,Workout Type,Workout Frequency,Session Duration,Calories Burned,Calories Burned Per Hour
40.98,F,32,72.06,1.49,32.51,,,,,,,,,,,,,,,
22.38,M,42,92.08,1.95,24.10,,,,,,,,,,,,,,,
40.00,F,19,69.63,1.43,34.20,,,,,,,,,,,,,,,
40.43,F,63,65.91,1.59,26.12,,,,,,,,,,,,,,,
21.24,F,26,55.00,1.79,17.22,,,,,,,,,,,,,,,
32.31,F,19,76.60,1.66,27.78,,,,,,,,,,,,,,,
28.07,M,49,103.12,1.94,27.50,,,,,,,,,,,,,,,
15.44,M,41,66.46,1.90,18.51,,,,,,,,,,,,,,,
31.89,M,38,99.92,1.75,32.79,,,,,,,,,,,,,,,
37.00,F,47,84.10,1.79,26.33,,,,,,,,,,,,,,,
39.30,F,28,85.66,1.64,31.88,,,,,,,,,,,,,,,
19.16,M,60,52.18,1.70,17.97,,,,,,,,,,,,,,,
11.13,M,25,54.35,1.74,17.98,,,,,,,,,,,,,,,
28.73,M,45,101.30,1.87,28.82,,,,,,,,,,,,,,,
21.92,F,28,51.73,1.72,17.40,,,,,,,,,,,,,,,
36.68,F,53,69.71,1.67,24.91,,,,,,,,,,,,,,,
36.54,F,18,97.80,1.76,31.50,,,,,,,,,,,,,,,
19.92,M,29,76.95,1.77,24.54,,,,,,,,,,,,,,,
33.51,M,35,100.40,1.70,34.72,,,,,,,,,,,,,,,
33.65,F,36,77.74,1.74,25.65,,,,,,,,,,,,,,,
38.53,F,64,54.46,1.50,24.34,,,,,,,,,,,,,,,
29.50,F,30,58.91,1.59,23.34,,,,,,,,,,,,,,,
38.73,F,21,86.94,1.63,32.75,,,,,,,,,,,,,,,
30.82,M,64,100.54,1.93,26.92,,,,,,,,,,,,,,,
28.95,M,30,97.14,1.75,31.87,,,,,,,,,,,,,,,
31.81,M,42,99.66,1.77,31.96,,,,,,,,,,,,,,,
40.28,F,30,96.38,1.73,32.31,,,,,,,,,,,,,,,
28.01,M,62,81.23,1.80,24.96,,,,,,,,,,,,,,,
44.43,F,63,63.14,1.46,29.45,,,,,,,,,,,,,,,
41.29,F,23,91.45,1.63,34.50,,,,,,,,,,,,,,,
30.45,M,38,104.66,1.82,31.59,,,,,,,,,,,,,,,
26.60,M,22,107.67,1.85,31.45,,,,,,,,,,,,,,,
26.34,F,21,65.82,1.71,22.43,,,,,,,,,,,,,,,
40.62,F,30,98.49,1.74,32.60,,,,,,,,,,,,,,,
37.78,F,21,91.35,1.69,31.96,,,,,,,,,,,,,,,
22.56,M,23,91.33,1.81,27.89,,,,,,,,,,,,,,,
45.51,F,59,93.15,1.73,31.11,,,,,,,,,,,,,,,
31.81,M,58,83.82,1.70,28.90,,,,,,,,,,,,,,,
45.42,F,60,99.31,1.79,30.85,,,,,,,,,,,,,,,
8.14,M,31,51.37,1.89,14.34,,,,,,,,,,,,,,,
24.98,M,56,78.27,1.82,23.58,,,,,,,,,,,,,,,
20.47,M,61,68.97,1.91,18.87,,,,,,,,,,,,,,,
34.82,F,63,63.04,1.71,21.44,,,,,,,,,,,,,,,
26.09,M,50,93.05,1.90,25.66,,,,,,,,,,,,,,,
23.46,M,59,79.16,1.91,21.74,,,,,,,,,,,,,,,
26.46,M,52,95.79,1.93,25.59,,,,,,,,,,,,,,,
48.43,F,53,98.38,1.68,34.70,,,,,,,,,,,,,,,
29.06,F,38,62.34,1.71,21.43,,,,,,,,,,,,,,,
20.93,M,41,87.87,1.95,23.08,,,,,,,,,,,,,,,
17.25,M,63,58.81,1.93,15.80,,,,,,,,,,,,,,,
27.17,F,45,51.75,1.67,18.52,,,,,,,,,,,,,,,
10.47,M,40,56.91,1.98,14.56,,,,,,,,,,,,,,,
42.22,F,61,88.96,1.78,27.99,,,,,,,,,,,,,,,
11.13,M,41,51.38,1.86,14.92,,,,,,,,,,,,,,,
10.60,M,45,50.07,1.91,13.71,,,,,,,,,,,,,,,
8.24,M,23,56.73,1.89,15.95,,,,,,,,,,,,,,,
46.95,F,61,90.44,1.68,31.93,,,,,,,,,,,,,,,
22.68,M,28,85.07,1.77,27.03,,,,,,,,,,,,,,,
36.09,M,47,107.41,1.76,34.56,,,,,,,,,,,,,,,
28.26,M,44,101.18,1.88,28.61,,,,,,,,,,,,,,,
11.15,M,20,57.76,1.75,18.96,,,,,,,,,,,,,,,
41.52,F,51,82.90,1.68,29.32,,,,,,,,,,,,,,,
43.16,F,39,105.86,1.79,32.99,,,,,,,,,,,,,,,
22.70,M,61,73.43,1.88,20.72,,,,,,,,,,,,,,,
42.29,F,42,104.63,1.82,31.69,,,,,,,,,,,,,,,
49.01,F,64,106.65,1.80,33.07,,,,,,,,,,,,,,,
33.68,F,56,55.48,1.59,21.83,,,,,,,,,,,,,,,
23.99,M,49,83.41,1.86,24.10,,,,,,,,,,,,,,,
40.74,F,42,78.98,1.61,30.40,,,,,,,,,,,,,,,
14.70,M,30,71.85,1.90,20.00,,,,,,,,,,,,,,,
44.32,F,38,107.24,1.77,34.15,,,,,,,,,,,,,,,
27.92,M,64,92.95,1.95,24.50,,,,,,,,,,,,,,,
26.32,M,40,83.82,1.74,27.77,,,,,,,,,,,,,,,
17.73,M,44,63.19,1.78,19.84,,,,,,,,,,,,,,,
22.01,F,31,52.74,1.77,16.90,,,,,,,,,,,,,,,
15.98,M,52,58.32,1.86,16.85,,,,,,,,,,,,,,,
16.98,M,34,65.77,1.76,21.14,,,,,,,,,,,,,,,
37.14,F,64,63.87,1.66,23.18,,,,,,,,,,,,,,,
31.16,M,42,92.99,1.72,31.42,,,,,,,,,,,,,,,
16.71,M,44,70.18,1.92,18.99,,,,,,,,,,,,,,,
31.88,M,50,104.11,1.85,30.49,,,,,,,,,,,,,,,
43.94,F,41,100.55,1.74,33.25,,,,,,,,,,,,,,,
24.58,M,54,79.28,1.83,23.64,,,,,,,,,,,,,,,
15.18,M,44,67.96,1.96,17.72,,,,,,,,,,,,,,,
36.19,F,34,75.67,1.64,28.14,,,,,,,,,,,,,,,
37.64,F,53,85.63,1.82,25.71,,,,,,,,,,,,,,,
17.86,M,50,70.86,1.94,18.80,,,,,,,,,,,,,,,
21.30,M,48,79.33,1.90,22.05,,,,,,,,,,,,,,,
22.34,M,39,95.48,1.97,24.64,,,,,,,,,,,,,,,
42.66,F,31,79.94,1.53,34.11,,,,,,,,,,,,,,,
18.62,M,41,81.23,1.96,21.15,,,,,,,,,,,,,,,
34.79,F,35,58.20,1.47,26.78,,,,,,,,,,,,,,,
16.73,M,36,72.95,1.88,20.55,,,,,,,,,,,,,,,
49.76,F,63,104.05,1.75,33.89,,,,,,,,,,,,,,,
42.52,F,46,92.88,1.73,31.12,,,,,,,,,,,,,,,
38.06,F,18,69.66,1.46,32.77,,,,,,,,,,,,,,,
11.90,M,33,53.21,1.76,17.09,,,,,,,,,,,,,,,
32.41,F,33,67.48,1.64,25.18,,,,,,,,,,,,,,,
21.30,M,24,77.63,1.71,26.65,,,,,,,,,,,,,,,
22.24,F,36,50.90,1.78,16.14,,,,,,,,,,,,,,,
48.97,F,58,108.88,1.78,34.19,,,,,,,,,,,,,,,
18.66,M,46,75.44,1.93,20.23,,,,,,,,,,,,,,,
38.30,F,21,100.32,1.76,32.39,,,,,,,,,,,,,,,
30.54,F,52,51.03,1.60,19.98,,,,,,,,,,,,,,,
24.44,M,35,91.35,1.83,27.16,,,,,,,,,,,,,,,
37.22,F,22,68.93,1.48,31.30,,,,,,,,,,,,,,,
23.18,M,27,99.79,1.90,27.64,,,,,,,,,,,,,,,
22.66,M,21,106.88,1.94,28.36,,,,,,,,,,,,,,,
18.72,M,65,63.83,1.96,16.64,,,,,,,,,,,,,,,
47.55,F,48,102.09,1.71,34.92,,,,,,,,,,,,,,,
41.61,F,28,93.05,1.66,33.81,,,,,,,,,,,,,,,
46.71,F,52,82.92,1.57,33.46,,,,,,,,,,,,,,,
29.78,M,61,101.54,1.95,26.63,,,,,,,,,,,,,,,
18.02,M,43,78.88,1.97,20.28,,,,,,,,,,,,,,,
36.59,F,61,76.76,1.82,23.30,,,,,,,,,,,,,,,
27.33,M,52,91.91,1.87,26.31,,,,,,,,,,,,,,,
28.22,M,65,85.69,1.87,24.56,,,,,,,,,,,,,,,
27.19,M,50,88.05,1.82,26.57,,,,,,,,,,,,,,,
27.78,M,34,108.46,1.90,30.13,,,,,,,,,,,,,,,
20.43,M,58,72.85,1.94,19.40,,,,,,,,,,,,,,,
26.74,M,57,90.98,1.91,24.86,,,,,,,,,,,,,,,
41.19,F,64,54.46,1.43,26.56,,,,,,,,,,,,,,,
41.31,F,49,74.34,1.59,29.54,,,,,,,,,,,,,,,
45.24,F,47,76.68,1.52,33.20,,,,,,,,,,,,,,,
29.65,F,47,54.73,1.65,20.20,,,,,,,,,,,,,,,
20.47,M,31,73.85,1.73,24.62,,,,,,,,,,,,,,,
41.89,F,58,88.76,1.77,28.30,,,,,,,,,,,,,,,
40.16,F,19,100.72,1.71,34.32,,,,,,,,,,,,,,,
41.96,F,62,74.93,1.65,27.58,,,,,,,,,,,,,,,
19.82,M,45,80.51,1.94,21.39,,,,,,,,,,,,,,,
27.46,M,35,97.52,1.81,29.68,,,,,,,,,,,,,,,
18.64,M,27,92.90,1.97,23.86,,,,,,,,,,,,,,,
35.00,M,58,104.73,1.82,31.55,,,,,,,,,,,,,,,
29.56,M,23,97.69,1.70,33.73,,,,,,,,,,,,,,,
12.22,M,22,72.61,1.93,19.47,,,,,,,,,,,,,,,
27.21,M,56,75.16,1.72,25.45,,,,,,,,,,,,,,,
46.42,F,60,90.89,1.69,31.69,,,,,,,,,,,,,,,
44.80,F,62,70.65,1.54,29.95,,,,,,,,,,,,,,,
45.82,F,50,100.66,1.74,33.10,,,,,,,,,,,,,,,
29.63,M,43,92.23,1.75,29.95,,,,,,,,,,,,,,,
23.30,M,46,79.83,1.82,24.10,,,,,,,,,,,,,,,
21.91,M,30,100.66,1.97,26.01,,,,,,,,,,,,,,,
35.56,F,53,77.33,1.80,23.98,,,,,,,,,,,,,,,
20.40,M,60,68.11,1.89,19.00,,,,,,,,,,,,,,,
23.70,M,34,79.42,1.72,26.73,,,,,,,,,,,,,,,
14.97,M,44,64.07,1.91,17.54,,,,,,,,,,,,,,,
41.98,F,38,105.68,1.81,32.20,,,,,,,,,,,,,,,
19.75,M,49,79.09,1.96,20.57,,,,,,,,,,,,,,,
25.58,M,28,89.70,1.75,29.45,,,,,,,,,,,,,,,
39.10,F,26,76.58,1.54,32.10,,,,,,,,,,,,,,,
40.07,F,42,68.64,1.52,29.84,,,,,,,,,,,,,,,
40.70,F,28,107.69,1.81,33.05,,,,,,,,,,,,,,,
39.47,F,49,71.26,1.60,28.00,,,,,,,,,,,,,,,
20.27,M,48,82.91,1.98,21.19,,,,,,,,,,,,,,,
44.37,F,53,88.09,1.68,31.32,,,,,,,,,,,,,,,
33.67,M,44,102.20,1.76,33.12,,,,,,,,,,,,,,,
32.57,F,54,63.46,1.73,21.29,,,,,,,,,,,,,,,
39.10,F,53,83.10,1.76,26.93,,,,,,,,,,,,,,,
24.81,M,38,78.50,1.71,26.89,,,,,,,,,,,,,,,
24.32,M,19,101.90,1.84,30.12,,,,,,,,,,,,,,,
31.54,F,39,72.28,1.76,23.31,,,,,,,,,,,,,,,
26.51,M,58,73.59,1.73,24.47,,,,,,,,,,,,,,,
29.63,F,28,55.10,1.52,23.83,,,,,,,,,,,,,,,
31.40,M,54,98.79,1.84,29.32,,,,,,,,,,,,,,,
36.70,F,27,88.46,1.72,29.91,,,,,,,,,,,,,,,
32.27,F,39,53.08,1.49,23.92,,,,,,,,,,,,,,,
29.93,M,54,90.32,1.79,28.09,,,,,,,,,,,,,,,
41.74,F,28,101.27,1.73,33.92,,,,,,,,,,,,,,,
41.73,F,52,75.21,1.60,29.31,,,,,,,,,,,,,,,
18.86,M,46,75.21,1.92,20.40,,,,,,,,,,,,,,,
25.10,F,48,50.35,1.76,16.22,,,,,,,,,,,,,,,
26.46,M,21,107.94,1.85,31.52,,,,,,,,,,,,,,,
40.80,F,44,97.07,1.80,30.06,,,,,,,,,,,,,,,
41.12,F,50,96.32,1.82,29.18,,,,,,,,,,,,,,,
14.86,M,22,68.58,1.78,21.67,,,,,,,,,,,,,,,
40.61,F,31,90.03,1.67,32.40,,,,,,,,,,,,,,,
39.85,F,54,65.06,1.54,27.35,,,,,,,,,,,,,,,
30.30,M,33,106.69,1.81,32.43,,,,,,,,,,,,,,,
15.35,M,35,57.14,1.71,19.58,,,,,,,,,,,,,,,
27.14,F,27,71.85,1.81,21.94,,,,,,,,,,,,,,,
21.29,M,55,66.94,1.80,20.70,,,,,,,,,,,,,,,
45.59,F,49,104.39,1.78,33.10,,,,,,,,,,,,,,,
10.49,M,18,68.44,1.91,18.79,,,,,,,,,,,,,,,
7.67,M,21,57.97,1.91,15.86,,,,,,,,,,,,,,,
41.84,F,52,80.78,1.66,29.40,,,,,,,,,,,,,,,
43.53,F,47,100.82,1.78,31.76,,,,,,,,,,,,,,,
44.67,F,63,65.50,1.49,29.65,,,,,,,,,,,,,,,
15.58,M,55,52.62,1.82,15.94,,,,,,,,,,,,,,,
15.87,M,63,55.12,1.94,14.65,,,,,,,,,,,,,,,
42.90,F,45,86.36,1.65,31.63,,,,,,,,,,,,,,,
20.35,M,28,72.97,1.71,25.09,,,,,,,,,,,,,,,
47.40,F,60,105.97,1.81,32.50,,,,,,,,,,,,,,,
44.34,F,46,99.78,1.75,32.63,,,,,,,,,,,,,,,
38.65,F,40,94.15,1.80,29.04,,,,,,,,,,,,,,,
14.95,M,40,56.59,1.76,18.29,,,,,,,,,,,,,,,
41.99,F,54,81.40,1.67,29.14,,,,,,,,,,,,,,,
24.00,M,58,80.02,1.89,22.39,,,,,,,,,,,,,,,
45.80,F,55,107.38,1.83,32.13,,,,,,,,,,,,,,,
36.97,F,31,90.03,1.75,29.36,,,,,,,,,,,,,,,
29.33,M,57,105.31,1.97,27.01,,,,,,,,,,,,,,,
30.99,M,51,98.43,1.83,29.55,,,,,,,,,,,,,,,
38.56,F,61,56.38,1.50,24.94,,,,,,,,,,,,,,,
28.58,M,47,106.70,1.94,28.31,,,,,,,,,,,,,,,
13.83,M,34,65.08,1.88,18.51,,,,,,,,,,,,,,,
20.09,M,18,92.96,1.86,26.80,,,,,,,,,,,,,,,
26.51,M,52,76.86,1.73,25.62,,,,,,,,,,,,,,,
19.42,M,29,71.99,1.73,24.13,,,,,,,,,,,,,,,
43.92,F,48,90.74,1.69,31.90,,,,,,,,,,,,,,,
35.48,M,62,94.52,1.74,31.19,,,,,,,,,,,,,,,
39.11,F,60,84.22,1.81,25.59,,,,,,,,,,,,,,,
40.12,F,27,108.64,1.82,32.75,,,,,,,,,,,,,,,
31.42,M,63,106.72,1.97,27.61,,,,,,,,,,,,,,,
8.68,M,19,65.95,1.96,17.09,,,,,,,,,,,,,,,
44.17,F,39,108.36,1.79,33.83,,,,,,,,,,,,,,,
38.00,F,38,91.36,1.78,28.88,,,,,,,,,,,,,,,
25.32,M,29,90.96,1.77,29.04,,,,,,,,,,,,,,,
41.50,F,29,95.76,1.69,33.53,,,,,,,,,,,,,,,
31.92,M,62,92.34,1.81,28.21,,,,,,,,,,,,,,,
9.45,M,19,54.24,1.75,17.73,,,,,,,,,,,,,,,
33.83,F,41,52.74,1.46,24.83,,,,,,,,,,,,,,,
23.76,M,21,103.88,1.88,29.27,,,,,,,,,,,,,,,
28.40,F,34,63.27,1.71,21.65,,,,,,,,,,,,,,,
43.96,F,42,92.15,1.67,33.09,,,,,,,,,,,,,,,
26.70,M,60,80.83,1.83,24.25,,,,,,,,,,,,,,,
34.02,M,43,99.22,1.72,33.61,,,,,,,,,,,,,,,
33.23,F,50,66.17,1.71,22.61,,,,,,,,,,,,,,,
22.36,M,46,83.25,1.89,23.32,,,,,,,,,,,,,,,
46.94,F,63,63.43,1.42,31.54,,,,,,,,,,,,,,,
14.27,M,55,55.74,1.94,14.85,,,,,,,,,,,,,,,
41.33,F,32,67.59,1.44,32.81,,,,,,,,,,,,,,,
32.58,F,44,53.13,1.51,23.22,,,,,,,,,,,,,,,
37.39,F,64,57.68,1.57,23.39,,,,,,,,,,,,,,,
42.00,F,50,89.49,1.73,29.91,,,,,,,,,,,,,,,
32.68,F,44,61.61,1.63,23.30,,,,,,,,,,,,,,,
37.18,F,56,61.43,1.58,24.75,,,,,,,,,,,,,,,
36.38,M,63,93.49,1.72,31.74,,,,,,,,,,,,,,,
22.20,M,41,93.25,1.97,24.15,,,,,,,,,,,,,,,
32.58,M,34,104.14,1.75,34.13,,,,,,,,,,,,,,,
35.22,F,51,53.39,1.49,24.08,,,,,,,,,,,,,,,
27.75,F,35,63.96,1.75,20.92,,,,,,,,,,,,,,,
15.98,M,20,75.28,1.81,22.98,,,,,,,,,,,,,,,
47.50,F,53,104.53,1.76,33.93,,,,,,,,,,,,,,,
48.14,F,55,106.36,1.77,34.08,,,,,,,,,,,,,,,
39.38,F,34,86.24,1.67,30.80,,,,,,,,,,,,,,,
38.27,F,33,90.55,1.74,30.07,,,,,,,,,,,,,,,
22.17,M,18,107.47,1.94,28.52,,,,,,,,,,,,,,,
38.32,F,47,62.06,1.50,27.42,,,,,,,,,,,,,,,
27.18,F,24,71.07,1.78,22.55,,,,,,,,,,,,,,,
27.29,M,55,76.84,1.73,25.70,,,,,,,,,,,,,,,
43.14,F,57,92.41,1.77,29.53,,,,,,,,,,,,,,,
16.13,M,37,71.64,1.90,19.85,,,,,,,,,,,,,,,
29.68,M,34,94.14,1.72,31.72,,,,,,,,,,,,,,,
32.53,F,22,69.83,1.60,27.39,,,,,,,,,,,,,,,
48.09,F,50,107.64,1.75,34.99,,,,,,,,,,,,,,,
44.97,F,63,91.51,1.75,29.90,,,,,,,,,,,,,,,
35.84,F,18,98.82,1.79,30.92,,,,,,,,,,,,,,,
45.71,F,57,85.12,1.64,31.66,,,,,,,,,,,,,,,
14.26,M,23,78.44,1.93,20.98,,,,,,,,,,,,,,,
24.92,M,20,95.31,1.77,30.44,,,,,,,,,,,,,,,
42.69,F,59,75.84,1.62,28.77,,,,,,,,,,,,,,,
25.95,M,21,92.36,1.72,31.10,,,,,,,,,,,,,,,
24.77,M,36,105.87,1.97,27.24,,,,,,,,,,,,,,,
42.25,F,35,109.15,1.82,33.00,,,,,,,,,,,,,,,
24.55,M,31,92.34,1.82,28.02,,,,,,,,,,,,,,,
31.42,M,46,107.15,1.86,30.87,,,,,,,,,,,,,,,
34.47,M,54,109.12,1.85,31.88,,,,,,,,,,,,,,,
18.77,M,44,63.05,1.74,20.71,,,,,,,,,,,,,,,
47.95,F,58,91.08,1.65,33.34,,,,,,,,,,,,,,,
46.88,F,64,63.87,1.43,31.30,,,,,,,,,,,,,,,
29.63,F,43,66.39,1.78,20.95,,,,,,,,,,,,,,,
22.86,M,27,104.51,1.95,27.37,,,,,,,,,,,,,,,
24.06,M,32,88.34,1.80,27.42,,,,,,,,,,,,,,,
31.03,M,60,89.79,1.80,27.86,,,,,,,,,,,,,,,
30.24,M,21,104.36,1.73,34.67,,,,,,,,,,,,,,,
17.77,M,47,64.81,1.83,19.30,,,,,,,,,,,,,,,
23.68,F,20,58.05,1.69,20.40,,,,,,,,,,,,,,,
30.84,F,26,79.76,1.78,25.21,,,,,,,,,,,,,,,
41.77,F,47,86.23,1.69,30.30,,,,,,,,,,,,,,,
46.85,F,50,104.58,1.75,33.96,,,,,,,,,,,,,,,
30.55,M,42,94.44,1.75,30.91,,,,,,,,,,,,,,,
45.04,F,54,101.39,1.79,31.69,,,,,,,,,,,,,,,
50.89,F,64,78.02,1.50,34.65,,,,,,,,,,,,,,,
32.20,M,47,102.68,1.81,31.33,,,,,,,,,,,,,,,
39.24,F,56,54.17,1.43,26.46,,,,,,,,,,,,,,,
32.05,F,32,78.01,1.76,25.08,,,,,,,,,,,,,,,
23.45,M,55,72.93,1.80,22.50,,,,,,,,,,,,,,,
30.67,M,49,95.70,1.80,29.66,,,,,,,,,,,,,,,
37.17,F,65,51.58,1.50,23.01,,,,,,,,,,,,,,,
25.79,M,40,98.11,1.89,27.33,,,,,,,,,,,,,,,
11.60,M,18,70.17,1.89,19.72,,,,,,,,,,,,,,,
21.70,M,35,72.24,1.70,24.87,,,,,,,,,,,,,,,
43.89,F,64,62.30,1.47,28.81,,,,,,,,,,,,,,,
40.62,F,31,98.16,1.74,32.41,,,,,,,,,,,,,,,
11.00,M,32,54.35,1.81,16.53,,,,,,,,,,,,,,,
27.18,M,21,97.03,1.74,32.12,,,,,,,,,,,,,,,
26.99,M,23,94.05,1.73,31.58,,,,,,,,,,,,,,,
51.12,F,64,109.28,1.77,34.83,,,,,,,,,,,,,,,
38.03,F,50,88.47,1.82,26.61,,,,,,,,,,,,,,,
13.08,M,46,50.93,1.81,15.59,,,,,,,,,,,,,,,
27.96,M,56,90.48,1.86,26.06,,,,,,,,,,,,,,,
23.64,M,24,94.00,1.81,28.60,,,,,,,,,,,,,,,
41.36,F,34,101.73,1.77,32.45,,,,,,,,,,,,,,,
12.31,M,38,55.55,1.84,16.47,,,,,,,,,,,,,,,
25.77,M,20,105.72,1.84,31.14,,,,,,,,,,,,,,,
20.11,M,36,73.89,1.78,23.36,,,,,,,,,,,,,,,
28.39,M,65,92.63,1.94,24.70,,,,,,,,,,,,,,,
37.48,F,19,107.08,1.83,32.09,,,,,,,,,,,,,,,
24.25,M,48,71.84,1.71,24.51,,,,,,,,,,,,,,,
31.80,F,50,55.61,1.61,21.42,,,,,,,,,,,,,,,
46.82,F,63,101.16,1.79,31.44,,,,,,,,,,,,,,,
39.10,F,45,94.52,1.82,28.46,,,,,,,,,,,,,,,
9.47,M,20,62.66,1.89,17.56,,,,,,,,,,,,,,,
24.31,M,32,96.30,1.87,27.62,,,,,,,,,,,,,,,
13.13,M,20,67.27,1.81,20.61,,,,,,,,,,,,,,,
17.49,M,18,96.40,1.98,24.63,,,,,,,,,,,,,,,
29.24,F,23,81.71,1.83,24.46,,,,,,,,,,,,,,,
13.81,M,38,67.26,1.95,17.72,,,,,,,,,,,,,,,
16.08,M,42,71.33,1.95,18.85,,,,,,,,,,,,,,,
32.95,F,26,86.49,1.79,26.98,,,,,,,,,,,,,,,
46.64,F,55,108.78,1.82,32.82,,,,,,,,,,,,,,,
10.87,M,46,51.90,1.94,13.75,,,,,,,,,,,,,,,
10.98,M,39,57.48,1.95,15.18,,,,,,,,,,,,,,,
36.88,F,19,89.46,1.68,31.59,,,,,,,,,,,,,,,
22.74,M,45,82.06,1.86,23.83,,,,,,,,,,,,,,,
32.05,M,33,104.92,1.76,33.88,,,,,,,,,,,,,,,
19.49,M,32,83.89,1.88,23.61,,,,,,,,,,,,,,,
17.29,M,58,62.23,1.93,16.79,,,,,,,,,,,,,,,
34.24,M,44,105.03,1.77,33.60,,,,,,,,,,,,,,,
13.49,M,40,54.14,1.78,17.07,,,,,,,,,,,,,,,
16.71,M,43,61.06,1.78,19.18,,,,,,,,,,,,,,,
36.30,F,42,76.34,1.69,26.70,,,,,,,,,,,,,,,
12.40,M,20,74.95,1.94,20.00,,,,,,,,,,,,,,,
28.21,M,54,81.37,1.75,26.66,,,,,,,,,,,,,,,
33.13,F,35,82.86,1.81,25.40,,,,,,,,,,,,,,,
14.27,M,29,76.02,1.96,19.83,,,,,,,,,,,,,,,
34.18,F,30,73.09,1.64,27.24,,,,,,,,,,,,,,,
8.26,M,25,59.00,1.95,15.59,,,,,,,,,,,,,,,
21.49,M,60,65.60,1.82,19.90,,,,,,,,,,,,,,,
20.91,M,20,93.82,1.86,27.09,,,,,,,,,,,,,,,
33.37,M,45,104.28,1.79,32.68,,,,,,,,,,,,,,,
37.31,F,36,83.72,1.71,28.69,,,,,,,,,,,,,,,
40.25,F,50,80.75,1.68,28.45,,,,,,,,,,,,,,,
35.86,M,60,104.94,1.81,31.89,,,,,,,,,,,,,,,
19.31,M,23,98.22,1.97,25.19,,,,,,,,,,,,,,,
41.27,F,22,107.60,1.76,34.67,,,,,,,,,,,,,,,
29.51,F,51,62.93,1.80,19.32,,,,,,,,,,,,,,,
29.28,M,61,84.19,1.79,26.20,,,,,,,,,,,,,,,
9.94,M,26,52.69,1.77,16.80,,,,,,,,,,,,,,,
29.15,F,31,63.23,1.66,22.85,,,,,,,,,,,,,,,
45.26,F,39,104.00,1.73,34.74,,,,,,,,,,,,,,,
41.77,F,41,99.02,1.77,31.45,,,,,,,,,,,,,,,
48.36,F,63,74.86,1.51,32.73,,,,,,,,,,,,,,,
31.58,M,47,108.54,1.88,30.80,,,,,,,,,,,,,,,
15.64,M,29,73.74,1.88,20.97,,,,,,,,,,,,,,,
19.30,M,52,70.13,1.89,19.62,,,,,,,,,,,,,,,
29.81,F,36,56.34,1.58,22.44,,,,,,,,,,,,,,,
49.92,F,65,107.54,1.79,33.64,,,,,,,,,,,,,,,
37.77,F,27,91.71,1.73,30.80,,,,,,,,,,,,,,,
33.78,F,41,59.15,1.54,24.79,,,,,,,,,,,,,,,
29.90,M,48,85.26,1.71,29.22,,,,,,,,,,,,,,,
43.12,F,55,97.32,1.80,29.89,,,,,,,,,,,,,,,
17.43,M,32,75.88,1.86,21.89,,,,,,,,,,,,,,,
39.39,F,37,60.82,1.42,30.23,,,,,,,,,,,,,,,
28.58,F,59,52.93,1.76,17.00,,,,,,,,,,,,,,,
28.83,F,44,55.29,1.66,20.09,,,,,,,,,,,,,,,
19.39,M,19,91.45,1.87,26.02,,,,,,,,,,,,,,,
29.69,M,44,102.23,1.85,29.81,,,,,,,,,,,,,,,
14.17,M,47,61.77,1.95,16.30,,,,,,,,,,,,,,,
25.04,M,22,105.12,1.87,30.15,,,,,,,,,,,,,,,
42.22,F,46,100.37,1.80,30.86,,,,,,,,,,,,,,,
39.26,F,33,102.40,1.82,30.90,,,,,,,,,,,,,,,
48.68,F,64,79.60,1.56,32.80,,,,,,,,,,,,,,,
24.92,M,27,90.78,1.77,29.09,,,,,,,,,,,,,,,
22.33,F,21,59.90,1.77,19.08,,,,,,,,,,,,,,,
29.71,M,32,109.87,1.85,32.13,,,,,,,,,,,,,,,
16.13,M,27,75.25,1.86,21.76,,,,,,,,,,,,,,,
35.29,F,23,60.17,1.43,29.50,,,,,,,,,,,,,,,
21.85,F,22,57.14,1.76,18.49,,,,,,,,,,,,,,,
29.24,M,60,83.36,1.78,26.37,,,,,,,,,,,,,,,
32.24,F,38,56.48,1.53,24.08,,,,,,,,,,,,,,,
20.43,M,65,62.51,1.86,18.07,,,,,,,,,,,,,,,
26.47,F,29,68.88,1.81,21.00,,,,,,,,,,,,,,,
15.04,M,43,51.88,1.71,17.79,,,,,,,,,,,,,,,
27.01,M,49,88.57,1.82,26.61,,,,,,,,,,,,,,,
29.45,M,41,98.86,1.81,30.18,,,,,,,,,,,,,,,
24.72,F,48,52.92,1.82,15.90,,,,,,,,,,,,,,,
16.93,M,37,71.75,1.87,20.52,,,,,,,,,,,,,,,
21.91,M,37,96.38,1.98,24.67,,,,,,,,,,,,,,,
23.17,M,34,81.51,1.76,26.29,,,,,,,,,,,,,,,
39.96,F,27,104.32,1.79,32.62,,,,,,,,,,,,,,,
36.22,F,46,53.83,1.44,25.87,,,,,,,,,,,,,,,
40.05,F,63,84.73,1.81,25.80,,,,,,,,,,,,,,,
15.02,M,46,59.22,1.86,17.20,,,,,,,,,,,,,,,
31.25,F,29,79.82,1.79,24.98,,,,,,,,,,,,,,,
31.70,M,50,90.57,1.73,30.33,,,,,,,,,,,,,,,
36.85,F,21,69.10,1.49,31.18,,,,,,,,,,,,,,,
